id,ts,instrument_id,side,qty,order_type,limit_price,tif
strat-USO-SHORT-2024-06-03T20:00:00+00:00,2024-06-03T20:00:00+00:00,USO,SELL,371,market,,GTC
strat-SPY-SHORT-2024-07-01T20:00:00+00:00,2024-07-01T20:00:00+00:00,SPY,SELL,3,market,,GTC
strat-QQQ-SHORT-2024-07-01T20:00:00+00:00,2024-07-01T20:00:00+00:00,QQQ,SELL,6,market,,GTC
strat-IWM-LONG-2024-07-01T20:00:00+00:00,2024-07-01T20:00:00+00:00,IWM,BUY,3,market,,GTC
strat-GLD-LONG-2024-07-01T20:00:00+00:00,2024-07-01T20:00:00+00:00,GLD,BUY,4,market,,GTC
strat-USO-LONG-2024-07-01T20:00:00+00:00,2024-07-01T20:00:00+00:00,USO,BUY,358,market,,GTC
strat-SPY-SHORT-2024-08-01T20:00:00+00:00,2024-08-01T20:00:00+00:00,SPY,SELL,7,market,,GTC
strat-QQQ-SHORT-2024-08-01T20:00:00+00:00,2024-08-01T20:00:00+00:00,QQQ,SELL,5,market,,GTC
strat-IWM-SHORT-2024-08-01T20:00:00+00:00,2024-08-01T20:00:00+00:00,IWM,SELL,29,market,,GTC
strat-TLT-LONG-2024-08-01T20:00:00+00:00,2024-08-01T20:00:00+00:00,TLT,BUY,263,market,,GTC
strat-GLD-SHORT-2024-08-01T20:00:00+00:00,2024-08-01T20:00:00+00:00,GLD,SELL,24,market,,GTC
strat-USO-LONG-2024-08-01T20:00:00+00:00,2024-08-01T20:00:00+00:00,USO,BUY,330,market,,GTC
strat-SPY-LONG-2024-09-03T20:00:00+00:00,2024-09-03T20:00:00+00:00,SPY,BUY,8,market,,GTC
strat-QQQ-LONG-2024-09-03T20:00:00+00:00,2024-09-03T20:00:00+00:00,QQQ,BUY,10,market,,GTC
strat-IWM-LONG-2024-09-03T20:00:00+00:00,2024-09-03T20:00:00+00:00,IWM,BUY,25,market,,GTC
strat-TLT-LONG-2024-09-03T20:00:00+00:00,2024-09-03T20:00:00+00:00,TLT,BUY,45,market,,GTC
strat-GLD-LONG-2024-09-03T20:00:00+00:00,2024-09-03T20:00:00+00:00,GLD,BUY,19,market,,GTC
strat-USO-SHORT-2024-09-03T20:00:00+00:00,2024-09-03T20:00:00+00:00,USO,SELL,330,market,,GTC
strat-SPY-LONG-2024-10-01T20:00:00+00:00,2024-10-01T20:00:00+00:00,SPY,BUY,7,market,,GTC
strat-QQQ-LONG-2024-10-01T20:00:00+00:00,2024-10-01T20:00:00+00:00,QQQ,BUY,8,market,,GTC
strat-IWM-LONG-2024-10-01T20:00:00+00:00,2024-10-01T20:00:00+00:00,IWM,BUY,24,market,,GTC
strat-TLT-LONG-2024-10-01T20:00:00+00:00,2024-10-01T20:00:00+00:00,TLT,BUY,46,market,,GTC
strat-GLD-LONG-2024-10-01T20:00:00+00:00,2024-10-01T20:00:00+00:00,GLD,BUY,12,market,,GTC
strat-SPY-LONG-2024-11-01T20:00:00+00:00,2024-11-01T20:00:00+00:00,SPY,BUY,13,market,,GTC
strat-QQQ-LONG-2024-11-01T20:00:00+00:00,2024-11-01T20:00:00+00:00,QQQ,BUY,14,market,,GTC
strat-IWM-LONG-2024-11-01T20:00:00+00:00,2024-11-01T20:00:00+00:00,IWM,BUY,32,market,,GTC
strat-GLD-LONG-2024-11-01T20:00:00+00:00,2024-11-01T20:00:00+00:00,GLD,BUY,26,market,,GTC
strat-TLT-SHORT-2024-11-01T20:00:00+00:00,2024-11-01T20:00:00+00:00,TLT,SELL,309,market,,GTC
strat-SPY-SHORT-2024-12-02T21:00:00+00:00,2024-12-02T21:00:00+00:00,SPY,SELL,2,market,,GTC
strat-QQQ-SHORT-2024-12-02T21:00:00+00:00,2024-12-02T21:00:00+00:00,QQQ,SELL,3,market,,GTC
strat-IWM-SHORT-2024-12-02T21:00:00+00:00,2024-12-02T21:00:00+00:00,IWM,SELL,11,market,,GTC
strat-TLT-LONG-2024-12-02T21:00:00+00:00,2024-12-02T21:00:00+00:00,TLT,BUY,333,market,,GTC
strat-GLD-LONG-2024-12-02T21:00:00+00:00,2024-12-02T21:00:00+00:00,GLD,BUY,5,market,,GTC
strat-SPY-LONG-2025-01-02T21:00:00+00:00,2025-01-02T21:00:00+00:00,SPY,BUY,1,market,,GTC
strat-QQQ-SHORT-2025-01-02T21:00:00+00:00,2025-01-02T21:00:00+00:00,QQQ,SELL,1,market,,GTC
strat-IWM-LONG-2025-01-02T21:00:00+00:00,2025-01-02T21:00:00+00:00,IWM,BUY,9,market,,GTC
strat-GLD-SHORT-2025-01-02T21:00:00+00:00,2025-01-02T21:00:00+00:00,GLD,SELL,4,market,,GTC
strat-USO-LONG-2025-01-02T21:00:00+00:00,2025-01-02T21:00:00+00:00,USO,BUY,396,market,,GTC
strat-QQQ-LONG-2025-02-03T21:00:00+00:00,2025-02-03T21:00:00+00:00,QQQ,BUY,1,market,,GTC
strat-IWM-LONG-2025-02-03T21:00:00+00:00,2025-02-03T21:00:00+00:00,IWM,BUY,1,market,,GTC
strat-GLD-SHORT-2025-02-03T21:00:00+00:00,2025-02-03T21:00:00+00:00,GLD,SELL,3,market,,GTC
strat-USO-LONG-2025-02-03T21:00:00+00:00,2025-02-03T21:00:00+00:00,USO,BUY,10,market,,GTC
strat-SPY-LONG-2025-03-03T21:00:00+00:00,2025-03-03T21:00:00+00:00,SPY,BUY,35,market,,GTC
strat-QQQ-LONG-2025-03-03T21:00:00+00:00,2025-03-03T21:00:00+00:00,QQQ,BUY,42,market,,GTC
strat-GLD-LONG-2025-03-03T21:00:00+00:00,2025-03-03T21:00:00+00:00,GLD,BUY,70,market,,GTC
strat-IWM-SHORT-2025-03-03T21:00:00+00:00,2025-03-03T21:00:00+00:00,IWM,SELL,139,market,,GTC
strat-USO-SHORT-2025-03-03T21:00:00+00:00,2025-03-03T21:00:00+00:00,USO,SELL,406,market,,GTC
strat-GLD-LONG-2025-04-01T20:00:00+00:00,2025-04-01T20:00:00+00:00,GLD,BUY,141,market,,GTC
strat-USO-LONG-2025-04-01T20:00:00+00:00,2025-04-01T20:00:00+00:00,USO,BUY,977,market,,GTC
strat-SPY-SHORT-2025-04-01T20:00:00+00:00,2025-04-01T20:00:00+00:00,SPY,SELL,52,market,,GTC
strat-QQQ-SHORT-2025-04-01T20:00:00+00:00,2025-04-01T20:00:00+00:00,QQQ,SELL,60,market,,GTC
strat-GLD-LONG-2025-05-01T20:00:00+00:00,2025-05-01T20:00:00+00:00,GLD,BUY,256,market,,GTC
strat-SPY-LONG-2025-06-02T20:00:00+00:00,2025-06-02T20:00:00+00:00,SPY,BUY,87,market,,GTC
strat-QQQ-LONG-2025-06-02T20:00:00+00:00,2025-06-02T20:00:00+00:00,QQQ,BUY,99,market,,GTC
strat-GLD-SHORT-2025-06-02T20:00:00+00:00,2025-06-02T20:00:00+00:00,GLD,SELL,97,market,,GTC
strat-SPY-SHORT-2025-07-01T20:00:00+00:00,2025-07-01T20:00:00+00:00,SPY,SELL,35,market,,GTC
strat-QQQ-SHORT-2025-07-01T20:00:00+00:00,2025-07-01T20:00:00+00:00,QQQ,SELL,41,market,,GTC
strat-IWM-LONG-2025-07-01T20:00:00+00:00,2025-07-01T20:00:00+00:00,IWM,BUY,147,market,,GTC
strat-GLD-SHORT-2025-07-01T20:00:00+00:00,2025-07-01T20:00:00+00:00,GLD,SELL,61,market,,GTC
strat-USO-LONG-2025-07-01T20:00:00+00:00,2025-07-01T20:00:00+00:00,USO,BUY,437,market,,GTC
strat-SPY-LONG-2025-08-01T20:00:00+00:00,2025-08-01T20:00:00+00:00,SPY,BUY,13,market,,GTC
strat-QQQ-LONG-2025-08-01T20:00:00+00:00,2025-08-01T20:00:00+00:00,QQQ,BUY,15,market,,GTC
strat-GLD-LONG-2025-08-01T20:00:00+00:00,2025-08-01T20:00:00+00:00,GLD,BUY,26,market,,GTC
strat-USO-LONG-2025-08-01T20:00:00+00:00,2025-08-01T20:00:00+00:00,USO,BUY,523,market,,GTC
strat-SPY-SHORT-2025-09-02T20:00:00+00:00,2025-09-02T20:00:00+00:00,SPY,SELL,14,market,,GTC
strat-QQQ-SHORT-2025-09-02T20:00:00+00:00,2025-09-02T20:00:00+00:00,QQQ,SELL,16,market,,GTC
strat-IWM-LONG-2025-09-02T20:00:00+00:00,2025-09-02T20:00:00+00:00,IWM,BUY,140,market,,GTC
strat-GLD-SHORT-2025-09-02T20:00:00+00:00,2025-09-02T20:00:00+00:00,GLD,SELL,30,market,,GTC
strat-USO-SHORT-2025-09-02T20:00:00+00:00,2025-09-02T20:00:00+00:00,USO,SELL,96,market,,GTC
strat-SPY-SHORT-2025-10-01T20:00:00+00:00,2025-10-01T20:00:00+00:00,SPY,SELL,1,market,,GTC
strat-QQQ-SHORT-2025-10-01T20:00:00+00:00,2025-10-01T20:00:00+00:00,QQQ,SELL,1,market,,GTC
strat-IWM-LONG-2025-10-01T20:00:00+00:00,2025-10-01T20:00:00+00:00,IWM,BUY,140,market,,GTC
strat-TLT-LONG-2025-10-01T20:00:00+00:00,2025-10-01T20:00:00+00:00,TLT,BUY,381,market,,GTC
strat-GLD-SHORT-2025-10-01T20:00:00+00:00,2025-10-01T20:00:00+00:00,GLD,SELL,5,market,,GTC
strat-USO-SHORT-2025-10-01T20:00:00+00:00,2025-10-01T20:00:00+00:00,USO,SELL,427,market,,GTC
strat-SPY-LONG-2025-11-03T21:00:00+00:00,2025-11-03T21:00:00+00:00,SPY,BUY,1,market,,GTC
strat-QQQ-SHORT-2025-11-03T21:00:00+00:00,2025-11-03T21:00:00+00:00,QQQ,SELL,1,market,,GTC
strat-IWM-LONG-2025-11-03T21:00:00+00:00,2025-11-03T21:00:00+00:00,IWM,BUY,1,market,,GTC
strat-TLT-LONG-2025-11-03T21:00:00+00:00,2025-11-03T21:00:00+00:00,TLT,BUY,7,market,,GTC
strat-GLD-SHORT-2025-11-03T21:00:00+00:00,2025-11-03T21:00:00+00:00,GLD,SELL,1,market,,GTC
strat-QQQ-LONG-2025-12-01T21:00:00+00:00,2025-12-01T21:00:00+00:00,QQQ,BUY,2,market,,GTC
strat-IWM-LONG-2025-12-01T21:00:00+00:00,2025-12-01T21:00:00+00:00,IWM,BUY,1,market,,GTC
strat-TLT-LONG-2025-12-01T21:00:00+00:00,2025-12-01T21:00:00+00:00,TLT,BUY,8,market,,GTC
strat-GLD-SHORT-2025-12-01T21:00:00+00:00,2025-12-01T21:00:00+00:00,GLD,SELL,4,market,,GTC
strat-SPY-LONG-2026-01-02T21:00:00+00:00,2026-01-02T21:00:00+00:00,SPY,BUY,13,market,,GTC
strat-QQQ-LONG-2026-01-02T21:00:00+00:00,2026-01-02T21:00:00+00:00,QQQ,BUY,16,market,,GTC
strat-IWM-LONG-2026-01-02T21:00:00+00:00,2026-01-02T21:00:00+00:00,IWM,BUY,33,market,,GTC
strat-GLD-LONG-2026-01-02T21:00:00+00:00,2026-01-02T21:00:00+00:00,GLD,BUY,19,market,,GTC
strat-TLT-SHORT-2026-01-02T21:00:00+00:00,2026-01-02T21:00:00+00:00,TLT,SELL,388,market,,GTC
strat-SPY-LONG-2026-02-02T21:00:00+00:00,2026-02-02T21:00:00+00:00,SPY,BUY,1,market,,GTC
strat-QQQ-LONG-2026-02-02T21:00:00+00:00,2026-02-02T21:00:00+00:00,QQQ,BUY,2,market,,GTC
strat-IWM-SHORT-2026-02-02T21:00:00+00:00,2026-02-02T21:00:00+00:00,IWM,SELL,4,market,,GTC
strat-GLD-SHORT-2026-02-02T21:00:00+00:00,2026-02-02T21:00:00+00:00,GLD,SELL,7,market,,GTC
strat-USO-LONG-2026-02-02T21:00:00+00:00,2026-02-02T21:00:00+00:00,USO,BUY,485,market,,GTC
strat-SPY-SHORT-2026-03-02T21:00:00+00:00,2026-03-02T21:00:00+00:00,SPY,SELL,8,market,,GTC
strat-QQQ-SHORT-2026-03-02T21:00:00+00:00,2026-03-02T21:00:00+00:00,QQQ,SELL,7,market,,GTC
strat-IWM-SHORT-2026-03-02T21:00:00+00:00,2026-03-02T21:00:00+00:00,IWM,SELL,22,market,,GTC
strat-TLT-LONG-2026-03-02T21:00:00+00:00,2026-03-02T21:00:00+00:00,TLT,BUY,341,market,,GTC
strat-GLD-SHORT-2026-03-02T21:00:00+00:00,2026-03-02T21:00:00+00:00,GLD,SELL,21,market,,GTC
strat-USO-LONG-2026-03-02T21:00:00+00:00,2026-03-02T21:00:00+00:00,USO,BUY,355,market,,GTC
